Account Number,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Time,Transaction_Date,Customer_Age,Customer_Gender,Account_Type,Account_Age,Avg_Transaction_Amount,Past_Fraud_Count,Device_Type,OS,Browser,Is_Trusted_Device,Transaction_City,Transaction_State,Transaction_Country,Known_Location,Transaction_Frequency,High_Amount_Deviation,Multiple_Devices_Used,Transaction_At_Odd_Hours,Merchant_Category,Is_High_Risk_Merchant,Is_Fraud,Transaction_Timestamp,IP_Address_New,New_Latitude,New_Longitude
107936,8037,71.29,Payment,Morning,Weekend,44,Female,Checking,9,115.99,4,Mobile,iOS,Edge,0,North Jackson,MT,Iceland,0,10,1,0,0,Clothing,0,0,23-03-2024 21:29,55.164.117.8,74.928777,-83.379649
107937,8038,88.01,Transfer,Night,Weekday,62,Male,Checking,3,463.59,4,Laptop,Windows,Chrome,0,South Sheriberg,NH,Martinique,0,14,0,1,1,Clothing,1,0,25-03-2024 19:46,22.47.153.25,-35.778701,56.473464
107938,8039,44.53,Transfer,Night,Weekend,60,Male,Savings,17,139.74,2,Laptop,iOS,Chrome,0,North Jessefurt,OH,Cambodia,1,14,0,0,1,Travel,0,0,23-03-2024 18:37,185.50.32.234,51.119319,149.345707
107939,8040,64.5,Withdrawal,Morning,Weekend,20,Male,Checking,13,79.68,1,Tablet,Windows,Firefox,0,Lake Jessicashire,AK,Bermuda,0,6,0,0,0,Travel,1,0,23-03-2024 22:14,184.108.233.167,87.094461,42.484392
107940,8041,45.18,Deposit,Evening,Holiday,51,Male,Checking,16,231.88,3,Laptop,Linux,Edge,1,South Crystal,KY,Papua New Guinea,1,14,1,1,1,Electronics,0,0,29-03-2024 03:41,20.157.85.228,-53.546091,-118.598687
107941,8042,102.44,Payment,Night,Weekday,33,Female,Savings,5,136.61,3,Tablet,Windows,Edge,0,West Nicoleland,IN,Kiribati,1,2,1,1,1,Grocery,0,0,25-03-2024 08:31,175.253.93.99,34.901487,-36.029913
107942,8043,231.53,Payment,Evening,Holiday,18,Female,Business,5,77.8,0,Laptop,Linux,Safari,0,Peckshire,SC,Denmark,1,12,0,1,1,Travel,1,0,29-03-2024 23:00,168.36.234.195,63.050741,17.059299
107943,8044,17.9,Withdrawal,Night,Holiday,24,Male,Checking,3,388.73,0,Mobile,Linux,Firefox,0,New Bill,NC,Marshall Islands,1,6,1,0,0,Electronics,0,0,29-03-2024 08:28,19.197.158.18,50.858689,-175.348548
107944,8045,48.03,Withdrawal,Evening,Weekday,52,Male,Business,13,300.69,0,Laptop,iOS,Edge,0,East Frankhaven,MS,New Caledonia,0,6,0,0,1,Restaurant,1,0,25-03-2024 10:34,50.2.88.168,-45.072803,-23.70556
107945,8046,15.18,Payment,Evening,Weekday,39,Female,Checking,8,75.65,2,Tablet,iOS,Firefox,0,New Jillstad,VA,Montserrat,1,2,1,0,1,Clothing,1,0,25-03-2024 15:12,209.118.194.20,-73.138734,-134.855805
107946,8047,98.07,Deposit,Evening,Holiday,65,Male,Checking,8,260.61,1,Mobile,Windows,Edge,0,Port James,IL,Bulgaria,0,6,0,1,1,Travel,0,0,29-03-2024 07:56,169.125.18.99,-79.750787,-157.753906
107947,8048,130.52,Withdrawal,Evening,Holiday,49,Male,Savings,17,67.47,0,Laptop,Linux,Safari,0,East Brendafort,MT,Ethiopia,1,14,0,1,1,Travel,0,1,29-03-2024 22:10,110.123.173.36,-1.932477,14.724015
107948,8049,268.7,Transfer,Morning,Holiday,43,Male,Savings,15,209.44,1,Tablet,Linux,Safari,0,Dennishaven,NH,Iran,0,5,0,1,0,Travel,0,1,29-03-2024 18:25,207.171.40.5,-76.567808,-23.712516
107949,8050,32.69,Payment,Night,Weekday,73,Female,Business,4,213.48,2,Laptop,Android,Firefox,1,Margaretville,CT,United Arab Emirates,1,14,0,1,1,Clothing,1,1,25-03-2024 11:32,109.104.97.253,-62.326298,-58.201119
107950,8051,300,Withdrawal,Evening,Weekday,23,Male,Checking,18,420.34,1,Tablet,Linux,Edge,0,Port Daniel,OK,Brazil,1,7,1,1,0,Travel,0,0,25-03-2024 12:26,139.70.179.67,86.552294,148.674235
107951,8052,6.54,Withdrawal,Afternoon,Holiday,63,Male,Savings,7,380.88,1,Tablet,iOS,Safari,0,New Alex,KY,Egypt,0,11,0,1,1,Electronics,0,0,29-03-2024 16:04,19.1.149.174,38.131634,-57.724752
107952,8053,92.39,Withdrawal,Night,Weekday,72,Male,Checking,10,453.62,2,Tablet,iOS,Chrome,0,South Dominiqueport,TX,Morocco,0,9,0,1,0,Clothing,1,0,25-03-2024 09:13,170.249.69.204,50.89398,62.333411
107953,8054,5.88,Payment,Night,Weekday,28,Female,Checking,1,113.23,3,Laptop,Linux,Firefox,1,South Suzanneshire,DC,Bolivia,0,9,0,0,0,Clothing,0,0,25-03-2024 14:38,134.75.24.233,-24.268302,-42.715142
107954,8055,224.22,Transfer,Evening,Weekday,48,Male,Business,4,290.19,1,Laptop,Linux,Chrome,1,Virginiaville,ME,Cape Verde,1,13,0,1,1,Grocery,1,0,25-03-2024 12:13,106.66.178.172,-60.745487,-146.219202
107955,8056,75.46,Transfer,Night,Weekend,71,Female,Checking,11,59.09,1,Tablet,Windows,Edge,0,East Dianeville,CO,Sierra Leone,1,8,1,0,1,Travel,0,0,23-03-2024 07:16,34.144.228.27,3.229332,12.063182
107956,8057,110.67,Payment,Afternoon,Weekend,72,Female,Savings,15,421.48,4,Tablet,Android,Safari,0,Port Sean,ID,Luxembourg,1,3,0,0,1,Electronics,1,0,23-03-2024 13:09,113.95.189.123,23.369077,-34.487828
107957,8058,178.13,Withdrawal,Afternoon,Holiday,38,Female,Business,15,214.96,4,Tablet,Android,Chrome,0,West Rhonda,WY,Austria,0,13,0,0,0,Travel,0,0,29-03-2024 12:36,146.71.145.142,56.001384,-131.627969
107958,8059,16.29,Payment,Afternoon,Weekend,74,Female,Savings,3,81.19,0,Tablet,Windows,Edge,0,Lewisland,CA,Seychelles,1,5,0,1,1,Electronics,0,0,23-03-2024 00:40,148.96.179.130,-65.771044,-156.271917
107959,8060,3.94,Payment,Night,Holiday,68,Male,Business,19,196.1,0,Tablet,Windows,Safari,1,Josephburgh,WV,Jamaica,0,14,1,0,0,Restaurant,0,0,29-03-2024 01:29,37.193.125.190,32.950071,-170.14574
107960,8061,211.1,Withdrawal,Night,Holiday,39,Male,Business,14,179.11,2,Tablet,Android,Firefox,1,New Johnhaven,NJ,Netherlands Antilles,1,3,0,1,1,Travel,0,0,29-03-2024 21:40,158.202.124.233,16.477894,55.313959
107961,8062,37.82,Payment,Evening,Weekday,74,Female,Checking,3,394.7,2,Tablet,Android,Safari,0,Smithfort,WY,Taiwan,0,7,0,1,1,Clothing,0,0,25-03-2024 00:24,168.103.31.112,2.175429,111.234702
107962,8063,13.81,Deposit,Night,Holiday,18,Male,Business,8,106.98,4,Tablet,Windows,Firefox,0,Port Rachelmouth,CO,Trinidad and Tobago,0,1,1,1,1,Grocery,1,0,29-03-2024 19:50,153.98.162.15,12.501965,55.446227
107963,8064,63.2,Transfer,Night,Holiday,38,Male,Business,10,300.1,4,Laptop,Linux,Safari,0,Wendyside,DE,Gambia,1,1,0,0,0,Travel,1,0,29-03-2024 10:13,201.173.50.186,-3.892613,-120.493807
107964,8065,91.21,Deposit,Evening,Holiday,62,Female,Checking,9,407.26,0,Mobile,Linux,Safari,0,Elizabethmouth,IA,Finland,0,11,1,0,0,Clothing,1,0,29-03-2024 03:30,142.195.252.98,-78.952485,13.081221
107965,8066,3.15,Deposit,Afternoon,Holiday,37,Female,Business,15,382.79,4,Mobile,iOS,Chrome,1,South Arthurbury,MA,Somalia,1,10,0,0,0,Clothing,1,1,29-03-2024 11:39,157.18.225.250,9.726106,-62.637105
107966,8067,32.14,Deposit,Evening,Weekday,26,Male,Business,9,471.16,1,Laptop,Android,Chrome,0,North Andrewhaven,NY,Saint Martin,0,14,0,0,1,Grocery,0,1,25-03-2024 04:18,181.125.89.109,71.804332,51.646399
107967,8068,3.33,Payment,Morning,Weekday,44,Male,Savings,4,50.28,1,Tablet,Android,Firefox,0,Beckerberg,OK,Svalbard & Jan Mayen Islands,1,11,1,0,1,Restaurant,1,0,25-03-2024 21:26,19.53.12.237,86.899747,-75.269727
107968,8069,54.53,Withdrawal,Night,Holiday,46,Male,Savings,12,209.21,4,Laptop,Android,Firefox,0,Christopherbury,DC,Svalbard & Jan Mayen Islands,0,5,0,0,1,Restaurant,0,0,29-03-2024 22:47,144.251.32.3,-30.310227,142.787942
107969,8070,225.47,Payment,Night,Weekend,60,Male,Checking,19,216.31,2,Tablet,Android,Chrome,0,Taylorfurt,VT,Maldives,1,5,1,1,1,Clothing,1,0,23-03-2024 02:38,118.215.33.131,26.374047,123.430283
107970,8071,405.43,Transfer,Morning,Weekend,50,Female,Business,1,64.99,0,Mobile,Windows,Firefox,1,Bowmanborough,OR,Cambodia,0,7,0,1,0,Restaurant,0,1,23-03-2024 20:02,171.42.246.139,16.623988,174.205444
107971,8072,101.35,Payment,Morning,Holiday,62,Female,Checking,14,417.77,1,Laptop,Linux,Firefox,1,Benjaminmouth,MD,Iceland,0,9,0,1,0,Travel,0,0,29-03-2024 13:13,20.146.100.10,-33.666888,-145.308443
107972,8073,17.63,Payment,Morning,Weekday,69,Female,Checking,10,360,2,Mobile,Linux,Edge,0,North Jessicaview,GA,Cocos (Keeling) Islands,1,7,1,0,0,Electronics,1,0,25-03-2024 12:59,52.226.222.233,-60.939192,-112.761612
107973,8074,236.29,Payment,Evening,Holiday,18,Male,Checking,1,287.64,4,Laptop,iOS,Chrome,0,Port Carlos,NM,Guam,1,7,0,0,0,Restaurant,0,0,29-03-2024 14:14,88.214.40.128,66.016424,171.509099
107974,8075,72.62,Payment,Afternoon,Holiday,20,Female,Savings,4,232.26,0,Laptop,Android,Safari,0,North Arthurstad,UT,Iraq,1,11,1,1,0,Electronics,1,0,29-03-2024 09:04,82.96.35.66,79.602331,129.999279
107975,8076,16.69,Deposit,Evening,Weekday,49,Male,Checking,10,452.94,0,Mobile,iOS,Firefox,0,Shawnfurt,ME,United Arab Emirates,0,11,0,0,1,Electronics,0,0,25-03-2024 15:19,20.94.6.117,74.608266,-75.772726
107976,8077,254.75,Withdrawal,Morning,Weekend,37,Female,Business,3,169.01,2,Mobile,Linux,Firefox,1,West Alexis,SC,Bhutan,1,9,1,0,1,Clothing,1,0,23-03-2024 06:38,119.227.89.25,-76.232995,107.855085
107977,8078,141.66,Transfer,Evening,Holiday,34,Male,Savings,16,200.54,2,Mobile,Windows,Safari,1,Maxwellside,UT,Marshall Islands,1,13,1,1,0,Restaurant,1,0,29-03-2024 06:10,211.156.188.152,45.98582,86.842955
107978,8079,131.57,Transfer,Night,Weekday,54,Male,Savings,18,478.68,2,Tablet,Linux,Firefox,1,New Margaretview,CO,Holy See (Vatican City State),0,8,0,1,0,Electronics,1,0,25-03-2024 07:09,191.150.91.235,-59.474061,-115.091327
107979,8080,123.51,Transfer,Evening,Weekday,55,Female,Savings,12,79.08,4,Mobile,Linux,Edge,1,Campbellland,NE,Kenya,0,1,1,1,1,Restaurant,0,0,25-03-2024 15:06,2.205.150.75,-77.936574,140.408086
107980,8081,22.36,Payment,Morning,Holiday,66,Female,Business,19,401.28,4,Mobile,Windows,Chrome,1,Tranmouth,AK,Cuba,1,12,0,0,0,Clothing,1,0,29-03-2024 00:30,25.141.12.75,78.770501,148.94738
107981,8082,23.7,Transfer,Night,Weekday,27,Male,Checking,9,373.13,2,Mobile,Windows,Chrome,0,Nicholasfort,OR,Guadeloupe,1,14,0,0,1,Travel,0,0,25-03-2024 23:39,61.85.185.74,66.635836,117.484957
107982,8083,116.57,Deposit,Afternoon,Holiday,60,Male,Checking,5,455.85,4,Laptop,Linux,Edge,1,Jasonton,ID,Tanzania,0,5,0,1,1,Clothing,1,0,29-03-2024 20:30,81.203.136.186,-1.318704,175.776025
107983,8084,24.81,Withdrawal,Evening,Weekend,62,Female,Savings,5,90.75,0,Tablet,Linux,Edge,0,North Jasonstad,PA,French Guiana,0,11,0,0,0,Electronics,0,0,23-03-2024 11:41,117.152.197.138,47.272971,-18.977596
107984,8085,57.74,Payment,Evening,Holiday,46,Male,Savings,8,486.7,3,Laptop,iOS,Edge,0,Kellybury,TX,Guam,1,2,1,1,0,Clothing,1,0,29-03-2024 06:20,92.103.94.60,-51.507864,-129.259701
107985,8086,152.33,Payment,Morning,Weekend,59,Male,Checking,7,62.98,4,Tablet,Android,Edge,1,Robertsside,AK,Iceland,0,10,0,1,1,Restaurant,1,0,23-03-2024 03:29,69.231.79.205,-16.805266,81.824555
107986,8087,153.23,Deposit,Afternoon,Weekday,63,Male,Business,19,201.97,0,Mobile,Windows,Firefox,0,North Tyronechester,AK,Hong Kong,0,10,1,0,1,Travel,1,0,25-03-2024 02:28,202.54.167.214,-13.665305,-172.071753
107987,8088,60.38,Transfer,Night,Holiday,77,Female,Savings,18,88.17,3,Laptop,Android,Firefox,0,Sanchezfurt,WI,Armenia,1,3,0,1,0,Travel,0,0,29-03-2024 21:13,222.168.209.48,11.734846,-48.01921
107988,8089,157.11,Payment,Morning,Weekday,49,Male,Savings,15,73.03,3,Laptop,iOS,Chrome,0,Reneeborough,WA,French Polynesia,1,11,1,0,0,Travel,1,0,25-03-2024 00:19,69.208.176.134,-21.622286,-108.975543
107989,8090,182.4,Payment,Morning,Holiday,30,Male,Business,1,484.12,2,Tablet,Windows,Safari,1,West Deborah,ND,Thailand,1,14,1,0,0,Travel,0,0,29-03-2024 21:59,113.24.195.109,1.589586,-169.472703
107990,8091,106.36,Deposit,Evening,Weekday,48,Male,Savings,7,373.85,2,Tablet,Windows,Chrome,1,North James,VA,Indonesia,0,2,1,0,1,Travel,1,0,25-03-2024 03:00,72.139.188.56,26.615834,104.545882
107991,8092,25.93,Deposit,Afternoon,Weekend,77,Female,Business,19,277.56,0,Mobile,Android,Safari,0,West Jasmineville,AL,Jamaica,0,10,1,1,0,Grocery,1,0,23-03-2024 10:36,102.155.30.90,88.431025,161.195854
107992,8093,32.02,Transfer,Morning,Holiday,21,Female,Checking,5,98.69,2,Mobile,Windows,Safari,0,Greenemouth,FL,Gabon,1,14,0,0,0,Clothing,0,0,29-03-2024 03:34,173.205.211.161,89.437423,-71.682847
107993,8094,37.81,Withdrawal,Evening,Weekday,69,Female,Checking,8,286.71,3,Mobile,Linux,Safari,1,Lake Raymond,MN,Svalbard & Jan Mayen Islands,0,4,1,1,0,Restaurant,1,1,25-03-2024 20:35,61.10.209.31,-73.812478,97.723381
107994,8095,12.42,Withdrawal,Night,Holiday,79,Male,Savings,5,194.02,0,Laptop,iOS,Safari,1,New Edward,ME,Canada,1,1,0,0,1,Travel,1,1,29-03-2024 01:07,210.165.21.20,-8.335857,29.803601
107995,8096,31.9,Transfer,Morning,Holiday,66,Male,Checking,5,172.21,0,Mobile,iOS,Safari,1,Garciamouth,AZ,South Africa,1,6,1,0,0,Electronics,0,0,29-03-2024 16:16,18.229.233.106,-68.134037,156.432652
107996,8097,23.51,Withdrawal,Night,Weekend,35,Male,Business,5,328.15,0,Mobile,Windows,Edge,1,Mauriceside,RI,Somalia,0,10,0,0,1,Grocery,0,0,23-03-2024 19:27,205.213.199.173,-73.864433,170.841016
107997,8098,60.76,Deposit,Night,Weekday,28,Male,Savings,11,405.92,2,Mobile,Windows,Safari,0,North Bryce,CT,Egypt,0,10,0,1,1,Travel,0,0,25-03-2024 18:34,136.37.25.253,19.550114,132.997251
107998,8099,239.07,Deposit,Evening,Holiday,59,Male,Business,7,249.47,2,Laptop,Android,Firefox,1,South Ralph,NJ,Senegal,1,14,1,1,0,Clothing,0,0,29-03-2024 12:43,116.87.21.87,-40.936327,101.898842
107999,8100,11.04,Deposit,Afternoon,Holiday,70,Male,Checking,2,271.98,2,Tablet,iOS,Edge,1,Gomezborough,ND,Congo,0,12,1,0,0,Electronics,0,0,29-03-2024 02:51,61.45.37.200,-82.8254,133.477277
108000,8101,127.39,Withdrawal,Night,Holiday,35,Female,Checking,17,343.14,4,Laptop,Linux,Edge,1,Jakeburgh,MI,Croatia,1,8,1,1,0,Travel,1,1,29-03-2024 22:04,185.75.157.93,-12.949984,30.959157
108001,8102,116.25,Withdrawal,Morning,Holiday,68,Male,Checking,11,106.09,4,Mobile,Linux,Chrome,0,Lake Paulbury,NC,Dominican Republic,1,7,0,1,1,Electronics,1,0,29-03-2024 16:57,43.174.194.52,-73.499907,-63.092986
108002,8103,10.07,Payment,Afternoon,Holiday,58,Female,Savings,5,422.87,4,Tablet,Android,Edge,0,New Emily,MS,Mauritius,0,1,1,0,0,Clothing,1,0,29-03-2024 05:34,198.45.147.174,-83.00595,-52.46032
108003,8104,255.84,Payment,Afternoon,Weekday,54,Male,Business,7,426.62,0,Laptop,iOS,Chrome,0,Jacobsfort,NM,American Samoa,0,10,0,0,0,Grocery,1,0,25-03-2024 14:32,137.252.60.14,-46.604185,173.179598
108004,8105,84.04,Payment,Evening,Holiday,50,Male,Savings,1,293.47,2,Mobile,iOS,Firefox,0,Castrotown,DC,Uruguay,0,12,1,0,0,Travel,1,0,29-03-2024 01:12,47.78.110.187,80.748928,57.440593
108005,8106,45.21,Withdrawal,Morning,Holiday,54,Female,Checking,9,134.4,4,Laptop,Linux,Firefox,0,Port Christinabury,FL,British Indian Ocean Territory (Chagos Archipelago),0,5,1,1,1,Travel,0,0,29-03-2024 16:31,50.143.188.175,32.897439,-52.166812
108006,8107,141.28,Payment,Morning,Holiday,20,Female,Checking,11,275.34,0,Laptop,iOS,Edge,1,Andersonfort,AR,Micronesia,0,14,0,0,1,Restaurant,1,0,29-03-2024 06:08,47.51.8.237,-54.684893,55.14426
108007,8108,29.76,Deposit,Evening,Weekday,18,Male,Savings,12,97.67,3,Mobile,iOS,Safari,1,Kristineburgh,WV,Western Sahara,1,1,0,0,1,Clothing,0,0,25-03-2024 00:15,200.13.20.39,-84.346585,-101.084354
108008,8109,118.26,Withdrawal,Evening,Holiday,36,Male,Business,10,393.48,4,Mobile,iOS,Edge,1,New Stephaniemouth,HI,Equatorial Guinea,1,9,0,0,1,Restaurant,0,0,29-03-2024 00:53,97.204.141.111,-47.399142,31.708609
108009,8110,4.05,Transfer,Afternoon,Holiday,76,Male,Checking,11,190.02,0,Tablet,Linux,Edge,1,North Brandon,ID,Bermuda,1,13,1,0,1,Grocery,0,0,29-03-2024 06:51,206.234.232.174,20.31684,-30.634254
108010,8111,182.89,Withdrawal,Night,Weekend,23,Female,Business,1,189.99,1,Tablet,Windows,Chrome,1,Richardbury,CT,Swaziland,1,10,0,0,1,Restaurant,1,0,23-03-2024 08:02,120.63.233.58,-86.442669,-28.899299
108011,8112,59.45,Payment,Night,Weekend,27,Male,Checking,5,475.27,4,Tablet,iOS,Safari,0,Michaelahaven,OK,Yemen,0,8,1,0,1,Restaurant,0,1,23-03-2024 16:11,196.153.62.178,50.746588,11.163788
108012,8113,101.25,Withdrawal,Night,Holiday,54,Male,Savings,15,239.84,3,Mobile,Windows,Firefox,1,Lake Elijah,NY,Algeria,1,5,1,0,1,Travel,0,0,29-03-2024 22:57,20.182.176.119,59.339744,-145.130041
108013,8114,25,Payment,Night,Holiday,29,Female,Checking,10,405.31,0,Laptop,Windows,Safari,1,West Carolynfurt,OK,San Marino,1,10,1,0,1,Electronics,0,0,29-03-2024 03:10,19.242.181.8,17.004554,-29.399179
108014,8115,113.03,Payment,Morning,Weekend,61,Female,Savings,12,336.72,4,Tablet,Android,Edge,0,Watsonshire,ID,Seychelles,0,10,1,0,1,Restaurant,0,0,23-03-2024 07:01,41.82.109.99,68.005166,18.985718
108015,8116,147.95,Transfer,Morning,Weekday,34,Male,Savings,14,192.28,4,Mobile,Windows,Safari,1,Emilyshire,WI,Palestinian Territory,1,4,1,0,0,Travel,0,0,25-03-2024 07:34,193.251.131.176,-71.457772,-85.61354
108016,8117,64.1,Transfer,Evening,Weekday,44,Male,Savings,19,105.71,1,Tablet,Android,Chrome,0,Port Taylorfort,IA,Guyana,0,4,1,1,1,Electronics,0,0,25-03-2024 12:42,8.72.95.236,82.869699,37.163228
108017,8118,96.16,Deposit,Evening,Weekend,19,Female,Checking,10,408.98,0,Mobile,iOS,Chrome,1,Ryanshire,SC,Martinique,1,11,0,0,0,Restaurant,1,0,23-03-2024 22:40,136.190.63.34,66.622319,-122.153586
108018,8119,60.94,Payment,Night,Holiday,70,Male,Business,12,393.13,0,Laptop,Linux,Chrome,1,Ramirezshire,NV,Afghanistan,1,9,0,1,1,Restaurant,0,0,29-03-2024 23:59,212.187.194.20,20.553514,-150.370622
108019,8120,224.52,Withdrawal,Evening,Weekend,42,Female,Business,18,126.12,0,Mobile,Windows,Safari,1,Joefurt,MI,Kenya,0,12,0,1,0,Restaurant,1,0,23-03-2024 06:32,124.55.105.107,27.330767,-66.154569
108020,8121,68.89,Transfer,Morning,Weekday,76,Female,Checking,19,162.1,2,Tablet,Windows,Safari,1,Nicholasfurt,NE,Niger,1,1,1,0,1,Clothing,0,0,25-03-2024 20:14,80.113.193.225,66.791898,25.30947
108021,8122,184.4,Transfer,Night,Weekend,63,Male,Savings,4,394.81,1,Mobile,Linux,Firefox,0,Lloydborough,NY,Oman,1,10,0,0,0,Restaurant,0,0,23-03-2024 20:54,4.78.65.103,23.256159,-138.574847
108022,8123,161.62,Payment,Night,Weekday,61,Female,Business,19,492.63,0,Laptop,Android,Firefox,0,East Elizabeth,OR,Montenegro,0,14,0,1,0,Restaurant,0,0,25-03-2024 09:51,21.218.49.58,-2.95055,40.797273
108023,8124,52.85,Withdrawal,Morning,Holiday,45,Female,Business,14,429.64,1,Tablet,Android,Edge,1,Mayhaven,TN,Martinique,1,12,1,1,1,Clothing,1,0,29-03-2024 02:08,179.227.222.198,0.573724,-52.03209
108024,8125,26.15,Transfer,Afternoon,Holiday,62,Male,Checking,8,357.87,2,Tablet,Android,Firefox,0,South Jacquelinefurt,LA,Brazil,1,3,0,0,1,Clothing,0,0,29-03-2024 17:30,103.57.181.105,67.901144,54.656482
108025,8126,52.1,Transfer,Night,Holiday,54,Female,Savings,4,461.94,0,Laptop,Windows,Firefox,0,West Tommychester,WV,Jordan,1,10,0,1,0,Grocery,0,0,29-03-2024 19:03,105.81.22.77,66.583925,68.694468
108026,8127,175,Withdrawal,Evening,Weekday,54,Female,Business,16,178.36,1,Mobile,iOS,Firefox,0,South Katherinestad,NM,Nicaragua,1,5,1,1,0,Travel,1,0,25-03-2024 08:15,101.129.28.133,-18.075656,-150.479633
108027,8128,25.83,Transfer,Afternoon,Weekend,34,Male,Checking,12,54.34,1,Laptop,Android,Firefox,1,Watsonmouth,VT,Comoros,1,4,1,0,1,Electronics,1,0,23-03-2024 22:10,209.5.28.181,50.3758,-176.376321
108028,8129,74.33,Withdrawal,Morning,Holiday,22,Male,Checking,18,194.44,2,Laptop,Android,Edge,0,Port Erica,ND,Spain,1,1,0,1,0,Electronics,0,0,29-03-2024 06:49,199.254.90.105,-32.354732,-147.763491
108029,8130,164.04,Payment,Afternoon,Weekday,73,Female,Savings,12,487.37,1,Laptop,Linux,Firefox,0,Kathrynland,VT,American Samoa,1,11,1,0,1,Travel,1,0,25-03-2024 23:27,80.244.66.249,-44.734879,-160.586963
108030,8131,43.61,Transfer,Afternoon,Holiday,74,Male,Checking,18,446.89,2,Mobile,iOS,Edge,0,Lake Jenniferport,GA,French Guiana,1,7,0,1,1,Restaurant,0,0,29-03-2024 10:18,221.186.15.126,-27.98608,-80.32881
108031,8132,102.78,Payment,Night,Weekend,75,Female,Savings,4,72.66,4,Tablet,iOS,Chrome,1,West Autumn,ME,Honduras,1,8,1,1,0,Electronics,0,0,23-03-2024 23:59,201.255.21.254,71.483206,-158.981851
108032,8133,28.19,Withdrawal,Afternoon,Holiday,36,Female,Business,16,275.88,1,Laptop,iOS,Firefox,0,Davidtown,MO,Saudi Arabia,1,3,1,0,1,Electronics,1,0,29-03-2024 23:57,54.62.75.117,-68.801551,122.788992
108033,8134,11.57,Payment,Evening,Weekday,21,Female,Checking,18,85.55,2,Mobile,iOS,Safari,1,Stevenland,GA,Saint Martin,0,7,1,1,1,Clothing,1,0,25-03-2024 02:56,83.154.245.97,74.744227,-145.936532
108034,8135,158.17,Payment,Night,Weekday,56,Male,Business,19,405.06,3,Tablet,iOS,Edge,0,Tanyamouth,NJ,Greece,0,3,0,0,1,Grocery,0,0,25-03-2024 15:48,40.237.226.56,-81.760065,105.279026
108035,8136,10.42,Payment,Morning,Holiday,72,Female,Savings,16,217.68,0,Mobile,Android,Safari,1,Wardchester,DC,Faroe Islands,0,10,1,1,1,Grocery,1,0,29-03-2024 09:18,51.7.214.193,-49.949707,-95.360292
108036,8137,31.66,Deposit,Evening,Holiday,66,Female,Savings,3,460.38,0,Laptop,Linux,Safari,1,North Jenniferfort,AZ,Zimbabwe,1,2,1,1,0,Grocery,1,0,29-03-2024 23:29,52.215.9.27,-28.069865,39.977792
108037,8138,193.18,Withdrawal,Night,Weekday,60,Male,Savings,17,74.5,0,Laptop,Android,Chrome,1,Lake Lindsaymouth,VT,Belarus,0,7,0,0,0,Clothing,1,0,25-03-2024 20:36,124.226.62.203,-58.139931,-153.477922
108038,8139,42.54,Withdrawal,Afternoon,Holiday,55,Male,Checking,3,380.3,2,Mobile,iOS,Edge,1,Port Sarahstad,AL,Jersey,1,12,1,0,1,Restaurant,1,0,29-03-2024 19:02,109.19.151.77,-5.801994,-8.632808
108039,8140,361.36,Withdrawal,Evening,Holiday,62,Male,Checking,13,229.71,2,Mobile,Linux,Safari,1,Daybury,HI,Uganda,0,6,1,1,1,Clothing,0,0,29-03-2024 01:23,7.142.147.207,-24.416609,110.192462
108040,8141,389.88,Withdrawal,Night,Holiday,61,Male,Checking,6,170.7,0,Laptop,Windows,Edge,1,Lauraport,HI,Mexico,0,6,0,1,1,Electronics,1,0,29-03-2024 10:28,34.97.65.92,38.262932,99.510145
108041,8142,31.24,Withdrawal,Night,Weekend,47,Female,Business,19,282.85,2,Mobile,Windows,Safari,1,South Melanieside,ME,Saint Martin,0,7,1,0,1,Electronics,0,0,23-03-2024 15:17,132.209.66.65,23.822248,-86.668039
108042,8143,4.18,Transfer,Morning,Weekend,49,Male,Business,9,268.47,1,Laptop,iOS,Edge,0,Port Matthewview,MN,Congo,1,9,1,1,1,Travel,1,0,23-03-2024 15:27,17.85.188.70,33.976079,-115.385829
108043,8144,122.1,Transfer,Night,Weekend,74,Male,Checking,19,206.96,1,Mobile,Android,Chrome,1,West Evanfort,SD,Saint Martin,1,5,0,0,0,Grocery,0,0,23-03-2024 08:32,126.231.42.112,72.077833,161.313392
108044,8145,59.96,Transfer,Morning,Holiday,54,Female,Business,11,341.99,1,Tablet,Linux,Safari,1,West Victormouth,DE,Singapore,0,2,1,1,0,Electronics,1,0,29-03-2024 14:28,20.181.38.230,-79.22383,-61.515825
108045,8146,10.62,Payment,Afternoon,Weekday,73,Female,Savings,3,347.59,4,Mobile,Linux,Chrome,0,Swansonhaven,HI,Guam,1,6,1,1,1,Clothing,1,0,25-03-2024 09:52,210.35.190.248,-6.418715,-77.677015
108046,8147,122.94,Payment,Night,Holiday,44,Male,Checking,15,84.71,0,Tablet,Android,Safari,1,New Melissafurt,VA,South Africa,0,11,0,0,1,Clothing,0,0,29-03-2024 19:00,100.54.219.30,-58.942194,-80.373029
108047,8148,3.17,Withdrawal,Night,Holiday,49,Male,Savings,16,317.94,3,Mobile,iOS,Edge,1,New Toniville,AZ,Korea,1,3,0,1,0,Travel,1,1,29-03-2024 19:19,25.229.206.107,25.235952,-166.641923
